"Server","OS","CPU","RAM_GB","PSComputerName","RunspaceId","PSShowComputerName"
"WINSERVERMAT1","Microsoft Windows Server 2022 Standard Evaluation","Intel(R) Xeon(R) E-2246G CPU @ 3.60GHz","15,62","10.101.190.204","cbb8ef6b-59d7-4c1c-a1b9-49b79cfaad29","True"
